rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
727,8/29/1974,1149,122,125,236DEC,12/31/1999,B,1.29,0.55,516772,19240,2858,382502,0,83233,241011,90847,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2000,C,0.91,0.54,509821,151915,4722,386988,0,103594,288734,97417,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2001,C,0.94,0.35,415317,47704,5505,386988,0,83417,344883,104629,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2002,A,1.14,1.11,493363,44237,6519,386987,0,144387,242897,112554,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2003,A,1.07,1.35,579923,124457,16144,410488,0,127696,213151,118785,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2004,A,1.41,2.09,864180,0,3941,612144,0,1213363,722848,143258,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2005,A,1.41,3.54,887254,10775,11797,612144,0,529371,303490,153917,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2006,A,1.08,2.27,764750,91628,9824,612144,0,356219,322361,165384,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2007,A,1.3,2.36,887063,81501,9876,612144,0,394831,344772,177721,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2008,A,1.31,3.1,894776,85746,5508,612143,0,373717,311629,190996,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2009,A,1.44,3.37,987158,106735,1781,612144,0,463081,342754,205284,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2010,A,1.45,2.68,962048,74205,499,612144,0,376535,361386,220663,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1995,A,1.34,2.01,1171020,158861,13502,746620,0,635833,469576,152490,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1996,A,1.1,1.96,1026915,182809,23151,747216,0,695773,517779,163254,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1997,A,1.36,1.98,1058881,0,41017,747166,0,698397,527947,174836,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1998,A,1,1.67,1267623,495085,28142,747216,0,664722,586305,187230,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1999,A,1.33,1.9,1219098,211314,12652,746540,0,850140,648755,200443,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2000,A,2.06,7.65,1955441,9184,80769,905318,0,7629863,1324367,327189,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2001,A,1.18,2.37,3227798,87228,15617,2644329,0,2259582,1303215,350522,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2002,A,1.13,1.86,3109852,97040,34457,2644329,0,1540585,1203478,376018,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2003,A,1.01,2,2867154,166663,24706,2644329,0,1486550,1131680,388373,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2004,A,1,2.26,2769930,112283,22237,2644329,0,1352584,1014715,416703,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2005,D,0.91,0.82,2853258,457821,-19750,2644329,0,775197,1409134,461803,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2006,A,1.06,1.17,3068456,239578,19648,2644329,0,812235,1186305,494780,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2007,A,1.04,1.13,3176180,418532,15738,2644329,0,845663,1281653,530123,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2008,A,1.03,1.09,2978496,254498,4996,2644329,0,812550,1315451,568004,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2009,A,1.02,1.09,2823437,124906,1059,2644329,0,808505,1351874,608604,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2010,A,1.03,1.02,2816357,98096,601,2644329,0,807370,1445443,652119,0,443457,90403,353054,0,0,3492,366480,366480,0,28,3,0,1089000,446949,324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
729,12/5/1973,366,49,85,SEC236,12/31/1995,F,0.75,0.82,195369,0,2740,257801,0,359159,505336,52652,15000,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/1996,F,0.72,0.59,284096,75382,10048,277004,0,126234,308364,56847,37500,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/1997,F,0.86,0.46,271143,40232,9741,257837,0,124937,361769,61376,30000,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/1998,B,1.23,0.97,353995,28262,7999,257837,0,160383,230836,66265,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/1999,A,1,1,265501,0,8477,256033,0,175583,246930,71545,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2000,B,1.01,0.87,271313,0,11303,257837,0,209909,319302,77245,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2001,D,0.74,0.71,299600,99828,9518,256847,0,199163,362248,83399,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2002,F,0.83,0.73,281350,63664,3921,257837,0,218519,388892,90043,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2003,F,0.88,0.89,269538,40239,3184,257837,0,222124,347656,97217,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2004,F,0.69,0.66,235005,54310,4002,257837,0,264942,503772,104962,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2005,C,0.82,2.05,362293,123132,32053,251190,0,819877,514074,113324,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2006,A,0.98,3.07,339461,84649,3408,257837,0,589401,314196,122353,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2007,A,1.06,5.67,404033,129114,2368,257837,0,524854,224637,132100,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2008,A,0.93,4.02,324003,83010,1534,257837,0,479385,261817,142625,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2009,A,0.92,3.01,371407,132669,804,257837,0,427465,295904,153987,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2010,A,1.21,6.49,441276,128834,203,257837,0,462938,237593,166255,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
730,1/24/1973,416,36,109,236DEC,12/31/1995,A,1.22,1.35,704160,137131,14528,453920,0,345055,465795,85000,125403,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/1996,C,0.88,1.35,470705,58189,11577,453920,0,345055,465795,85000,125403,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/1997,B,1.02,0.66,734180,257385,11842,453947,0,289406,533701,96000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/1998,B,1.01,0.44,592004,127655,5549,453926,0,202985,562189,106000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/1999,B,1.09,0.45,621216,124597,3736,453920,0,198565,551912,114000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2000,B,1.2,0.43,652450,101991,7330,453920,0,197769,578824,120000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2001,B,1.05,0,574536,53526,3860,491746,0,0,0,0,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2002,B,1.3,0.79,635185,41911,1399,453920,0,179497,371417,144000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2003,A,1.4,2.83,634901,0,990,453920,0,552585,349527,154000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2004,A,1.48,4.14,674871,0,1931,453920,0,654941,334052,175898,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2005,A,1.96,1.48,1014096,0,23350,505650,0,1288540,873250,1,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2006,A,1.19,3.73,1319599,108205,47184,975634,0,1225417,552906,224515,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2007,A,0.99,3.09,1284045,307165,36017,949431,0,1638088,765282,235851,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2008,C,0.75,1.55,914391,149985,20422,993028,0,1200786,1021753,247772,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2009,A,1.05,3.52,1260372,211712,1618,992643,0,2978706,1106891,260306,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2010,B,0.92,2.5,1097466,179086,3141,992351,0,1026733,684348,273488,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1995,A,1.5,4.93,234714,36840,8094,126641,0,260515,74813,21979,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1996,A,1.14,4.83,216629,63131,9689,126641,0,213362,67723,23584,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1997,A,1.07,5.06,204864,60549,9261,126641,0,300586,84733,25310,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1998,A,1.07,5.49,203844,62234,6458,126641,0,309749,83544,27116,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1999,A,1.14,6.58,208073,60492,5421,125222,0,315437,77114,29163,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2000,C,0.75,5.48,134524,32970,6064,126641,0,266808,79987,31312,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2001,A,1.13,5.97,176613,26892,6420,126641,0,253776,76119,33623,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2002,A,1.08,3.32,142130,0,4870,126641,0,223938,103560,36113,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2003,C,0.4,1.94,70337,15524,4622,126641,0,96893,88742,38794,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2004,A,1.09,2,200609,57289,4930,126641,0,138965,112270,42794,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2005,F,-0.02,0.47,130661,129595,4147,126641,0,85811,228456,44795,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2006,C,0.97,0.45,218563,92484,3492,126641,0,100925,274163,48150,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2007,B,1.26,0.67,216299,54661,2955,125681,0,117731,225305,50195,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2008,A,1.4,1.02,240792,62333,1636,126641,0,112955,165966,55674,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2009,B,1.38,0.73,280859,105948,550,126641,0,98782,193858,59268,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2010,B,1.33,0.55,248905,80610,190,126641,0,104263,254026,64438,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1995,A,1.2,3.8,1031666,38600,47881,788959,0,632430,573034,406388,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1996,A,1.09,4.73,979058,104419,40782,768226,0,825015,499467,325009,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1997,A,1.03,5.19,939375,99566,24569,794203,0,767878,505757,357715,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1998,A,1.23,5.04,979332,13643,16846,773552,0,767139,517119,364910,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1999,A,1.25,4.57,1057759,95193,15526,758813,0,707130,541121,386487,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2000,A,1.27,5.27,1006166,44728,18528,741607,0,779837,565982,417959,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2001,A,1.34,5.17,856410,19727,11029,616397,0,814994,474121,316472,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2002,A,1.14,4,916276,54623,3311,755813,0,880066,555786,335552,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2003,A,1.17,3.85,1070107,73712,2378,848016,0,795852,525338,318519,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2004,A,1.22,4.52,1300991,317629,3436,801525,0,759417,642926,474781,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2005,A,1.05,2.02,1438850,454199,9144,931993,0,530830,710387,448090,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2006,B,0.97,1.27,1334775,476976,10866,869367,0,518797,1091677,682656,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2007,A,1.13,1.6,1344677,131821,12013,1066467,0,450861,1093695,812248,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2008,C,0.99,1.14,1247182,103487,4282,1153214,0,309509,915266,644275,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2009,A,1.11,1.42,1098914,56113,732,942551,0,331840,1195051,961133,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2010,A,1.02,1.45,1281104,41384,554,1213703,0,325209,1304228,1079398,0,125891,22309,103582,0,0,8309,102920,102920,0,1,9,2,0,125891,156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/1995,F,0.87,0.43,1744140,264621,40940,1662466,0,649313,19283199,17767534,0,542637,13486,529151,27384,0,0,395811,373110,22701,4,35,10,27591,570021,489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/1996,A,1.16,11.06,542529,50211,9515,416979,0,5025639,759877,305536,0,542637,13486,529151,27384,0,0,395811,373110,22701,4,35,10,27591,570021,489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/1997,B,1.2,0.76,2142011,111610,30608,1662466,0,1352539,2097636,320812,0,542637,13486,529151,27384,0,0,395811,373110,22701,4,35,10,27591,570021,489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
